"gutenberg_id" "text"
"1520" 1608 "instinctively to images of joy. He had always obstinately refused to"
"1521" 1608 "tell his family of the danger which he had been in, and when he was well"
"1522" 1608 "again his father did not even know that he had been ill."
"1523" 1608 ""
"1524" 1608 "One evening we had sat at the window later than usual; the weather had"
"1525" 1608 "been superb, and the sun sank to sleep in a twilight dazzling with gold"
"1526" 1608 "and azure. Though we were in Paris, the verdure which surrounded us"
"1527" 1608 "seemed to shut us off from the world, and our conversation was only now"
"1528" 1608 "and again disturbed by the sound of a passing vehicle."
"1529" 1608 ""
"1530" 1608 "“It was about this time of the year, on the evening of a day like this,"
"1531" 1608 "that I first met Marguerite,” said Armand to me, as if he were listening"
"1532" 1608 "to his own thoughts rather than to what I was saying. I did not answer."
"1533" 1608 "Then turning toward me, he said:"
"1534" 1608 ""
"1535" 1608 "“I must tell you the whole story; you will make a book out of it; no one"
"1536" 1608 "will believe it, but it will perhaps be interesting to do.”"
"1537" 1608 ""
"1538" 1608 "“You will tell me all about it later on, my friend,” I said to him; “you"
"1539" 1608 "are not strong enough yet.”"
"1540" 1608 ""
"1541" 1608 "“It is a warm evening, I have eaten my ration of chicken,” he said to"
"1542" 1608 "me, smiling; “I have no fever, we have nothing to do, I will tell it to"
"1543" 1608 "you now.”"
"1544" 1608 ""
"1545" 1608 "“Since you really wish it, I will listen.”"
"1546" 1608 ""
"1547" 1608 "This is what he told me, and I have scarcely changed a word of the"
"1548" 1608 "touching story."
"1549" 1608 ""
"1550" 1608 "Yes (Armand went on, letting his head sink back on the chair), yes, it"
"1551" 1608 "was just such an evening as this. I had spent the day in the country"
"1552" 1608 "with one of my friends, Gaston R--. We returned to Paris in the evening,"
"1553" 1608 "and not knowing what to do we went to the Varietes. We went out during"
"1554" 1608 "one of the entr’actes, and a tall woman passed us in the corridor, to"
"1555" 1608 "whom my friend bowed."
"1556" 1608 ""
"1557" 1608 "“Whom are you bowing to?” I asked."
"1558" 1608 ""
"1559" 1608 "“Marguerite Gautier,” he said."
"1560" 1608 ""
"1561" 1608 "“She seems much changed, for I did not recognise her,” I said, with an"
"1562" 1608 "emotion that you will soon understand."
"1563" 1608 ""
"1564" 1608 "“She has been ill; the poor girl won’t last long.”"
"1565" 1608 ""
"1566" 1608 "I remember the words as if they had been spoken to me yesterday."
"1567" 1608 ""
"1568" 1608 "I must tell you, my friend, that for two years the sight of this girl"
"1569" 1608 "had made a strange impression on me whenever I came across her. Without"
"1570" 1608 "knowing why, I turned pale and my heart beat violently. I have a friend"
"1571" 1608 "who studies the occult sciences, and he would call what I experienced"
"1572" 1608 "“the affinity of fluids”; as for me, I only know that I was fated to"
"1573" 1608 "fall in love with Marguerite, and that I foresaw it."
"1574" 1608 ""
"1575" 1608 "It is certainly the fact that she made a very definite impression upon"
"1576" 1608 "me, that many of my friends had noticed it and that they had been much"
"1577" 1608 "amused when they saw who it was that made this impression upon me."
"1578" 1608 ""
"1579" 1608 "The first time I ever saw her was in the Place de la Bourse, outside"
"1580" 1608 "Susse’s; an open carriage was stationed there, and a woman dressed"
"1581" 1608 "in white got down from it. A murmur of admiration greeted her as she"
"1582" 1608 "entered the shop. As for me, I was rivetted to the spot from the moment"
"1583" 1608 "she went in till the moment when she came out again. I could see her"
"1584" 1608 "through the shop windows selecting what she had come to buy. I might"
"1585" 1608 "have gone in, but I dared not. I did not know who she was, and I"
"1586" 1608 "was afraid lest she should guess why I had come in and be offended."
"1587" 1608 "Nevertheless, I did not think I should ever see her again."
"1588" 1608 ""
"1589" 1608 "She was elegantly dressed; she wore a muslin dress with many flounces,"
"1590" 1608 "an Indian shawl embroidered at the corners with gold and silk flowers,"
"1591" 1608 "a straw hat, a single bracelet, and a heavy gold chain, such as was just"
"1592" 1608 "then beginning to be the fashion."
"1593" 1608 ""
"1594" 1608 "She returned to her carriage and drove away. One of the shopmen stood at"
"1595" 1608 "the door looking after his elegant customer’s carriage. I went up to him"
"1596" 1608 "and asked him what was the lady’s name."
"1597" 1608 ""
"1598" 1608 "“Mademoiselle Marguerite Gautier,” he replied. I dared not ask him for"
"1599" 1608 "her address, and went on my way."
"1600" 1608 ""
"1601" 1608 "The recollection of this vision, for it was really a vision, would not"
"1602" 1608 "leave my mind like so many visions I had seen, and I looked everywhere"
"1603" 1608 "for this royally beautiful woman in white."
"1604" 1608 ""
"1605" 1608 "A few days later there was a great performance at the Opera Comique. The"
"1606" 1608 "first person I saw in one of the boxes was Marguerite Gautier."
"1607" 1608 ""
"1608" 1608 "The young man whom I was with recognised her immediately, for he said to"
"1609" 1608 "me, mentioning her name: “Look at that pretty girl.”"
"1610" 1608 ""
"1611" 1608 "At that moment Marguerite turned her opera-glass in our direction and,"
"1612" 1608 "seeing my friend, smiled and beckoned to him to come to her."
"1613" 1608 ""
"1614" 1608 "“I will go and say ‘How do you do?’ to her,” he said, “and will be back"
"1615" 1608 "in a moment.”"
"1616" 1608 ""
"1617" 1608 "“I could not help saying ‘Happy man!’”"
"1618" 1608 ""
"1619" 1608 "“Why?”"
"1620" 1608 ""
"1621" 1608 "“To go and see that woman.”"
"1622" 1608 ""
"1623" 1608 "“Are you in love with her?”"
"1624" 1608 ""
"1625" 1608 "“No,” I said, flushing, for I really did not know what to say; “but I"
"1626" 1608 "should very much like to know her.”"
"1627" 1608 ""
"1628" 1608 "“Come with me. I will introduce you.”"
"1629" 1608 ""
"1630" 1608 "“Ask her if you may.”"
"1631" 1608 ""
"1632" 1608 "“Really, there is no need to be particular with her; come.”"
"1633" 1608 ""
"1634" 1608 "What he said troubled me. I feared to discover that Marguerite was not"
"1635" 1608 "worthy of the sentiment which I felt for her."
"1636" 1608 ""
"1637" 1608 "In a book of Alphonse Karr entitled _Am Rauchen_, there is a man who one"
"1638" 1608 "evening follows a very elegant woman, with whom he had fallen in love"
"1639" 1608 "with at first sight on account of her beauty. Only to kiss her hand he"
"1640" 1608 "felt that he had the strength to undertake anything, the will to conquer"
"1641" 1608 "anything, the courage to achieve anything. He scarcely dares glance at"
"1642" 1608 "the trim ankle which she shows as she holds her dress out of the mud."
"1643" 1608 "While he is dreaming of all that he would do to possess this woman, she"
"1644" 1608 "stops at the corner of the street and asks if he will come home with"
"1645" 1608 "her. He turns his head, crosses the street, and goes sadly back to his"
"1646" 1608 "own house."
"1647" 1608 ""
"1648" 1608 "I recalled the story, and, having longed to suffer for this woman, I was"
"1649" 1608 "afraid that she would accept me too promptly and give me at once what"
"1650" 1608 "I fain would have purchased by long waiting or some great sacrifice. We"
"1651" 1608 "men are built like that, and it is very fortunate that the imagination"
"1652" 1608 "lends so much poetry to the senses, and that the desires of the body"
"1653" 1608 "make thus such concession to the dreams of the soul. If anyone had"
"1654" 1608 "said to me, You shall have this woman to-night and be killed tomorrow, I"
"1655" 1608 "would have accepted. If anyone had said to me, you can be her lover for"
"1656" 1608 "ten pounds, I would have refused. I would have cried like a child who"
"1657" 1608 "sees the castle he has been dreaming about vanish away as he awakens"
"1658" 1608 "from sleep."
"1659" 1608 ""
"1660" 1608 "All the same, I wished to know her; it was my only means of making up my"
"1661" 1608 "mind about her. I therefore said to my friend that I insisted on having"
"1662" 1608 "her permission to be introduced to her, and I wandered to and fro in the"
"1663" 1608 "corridors, saying to myself that in a moment’s time she was going to"
"1664" 1608 "see me, and that I should not know which way to look. I tried (sublime"
"1665" 1608 "childishness of love!) to string together the words I should say to her."
"1666" 1608 ""
"1667" 1608 "A moment after my friend returned. “She is expecting us,” he said."
"1668" 1608 ""
"1669" 1608 "“Is she alone?” I asked."
"1670" 1608 ""
"1671" 1608 "“With another woman.”"
"1672" 1608 ""
"1673" 1608 "“There are no men?”"
"1674" 1608 ""
"1675" 1608 "“No.”"
"1676" 1608 ""
"1677" 1608 "“Come, then.”"
"1678" 1608 ""
"1679" 1608 "My friend went toward the door of the theatre."
"1680" 1608 ""
"1681" 1608 "“That is not the way,” I said."
"1682" 1608 ""
"1683" 1608 "“We must go and get some sweets. She asked me for some.”"
"1684" 1608 ""
"1685" 1608 "We went into a confectioner’s in the passage de l’Opera. I would have"
"1686" 1608 "bought the whole shop, and I was looking about to see what sweets to"
"1687" 1608 "choose, when my friend asked for a pound of raisins glaces."
"1688" 1608 ""
"1689" 1608 "“Do you know if she likes them?”"
"1690" 1608 ""
"1691" 1608 "“She eats no other kind of sweets; everybody knows it."
"1692" 1608 ""
"1693" 1608 "“Ah,” he went on when we had left the shop, “do you know what kind of"
"1694" 1608 "woman it is that I am going to introduce you to? Don’t imagine it is"
"1695" 1608 "a duchess. It is simply a kept woman, very much kept, my dear fellow;"
"1696" 1608 "don’t be shy, say anything that comes into your head.”"
"1697" 1608 ""
"1698" 1608 "“Yes, yes,” I stammered, and I followed him, saying to myself that I"
"1699" 1608 "should soon cure myself of my passion."
"1700" 1608 ""
"1701" 1608 "When I entered the box Marguerite was in fits of laughter. I would"
"1702" 1608 "rather that she had been sad. My friend introduced me; Marguerite gave"
"1703" 1608 "me a little nod, and said, “And my sweets?”"
"1704" 1608 ""
"1705" 1608 "“Here they are.”"
"1706" 1608 ""
"1707" 1608 "She looked at me as she took them. I dropped my eyes and blushed."
"1708" 1608 ""
"1709" 1608 "She leaned across to her neighbour and said something in her ear, at"
"1710" 1608 "which both laughed. Evidently I was the cause of their mirth, and"
"1711" 1608 "my embarrassment increased. At that time I had as mistress a very"
"1712" 1608 "affectionate and sentimental little person, whose sentiment and whose"
"1713" 1608 "melancholy letters amused me greatly. I realized the pain I must have"
"1714" 1608 "given her by what I now experienced, and for five minutes I loved her as"
"1715" 1608 "no woman was ever loved."
"1716" 1608 ""
"1717" 1608 "Marguerite ate her raisins glaces without taking any more notice of me."
"1718" 1608 "The friend who had introduced me did not wish to let me remain in so"
"1719" 1608 "ridiculous a position."
"1720" 1608 ""
"1721" 1608 "“Marguerite,” he said, “you must not be surprised if M. Duval says"
"1722" 1608 "nothing: you overwhelm him to such a degree that he can not find a word"
"1723" 1608 "to say.”"
"1724" 1608 ""
"1725" 1608 "“I should say, on the contrary, that he has only come with you because"
"1726" 1608 "it would have bored you to come here by yourself.”"
"1727" 1608 ""
"1728" 1608 "“If that were true,” I said, “I should not have begged Ernest to ask"
"1729" 1608 "your permission to introduce me.”"
"1730" 1608 ""
"1731" 1608 "“Perhaps that was only in order to put off the fatal moment.”"
"1732" 1608 ""
"1733" 1608 "However little one may have known women like Marguerite, one can not but"
"1734" 1608 "know the delight they take in pretending to be witty and in teasing the"
"1735" 1608 "people whom they meet for the first time. It is no doubt a return for"
"1736" 1608 "the humiliations which they often have to submit to on the part of those"
"1737" 1608 "whom they see every day."
"1738" 1608 ""
"1739" 1608 "To answer them properly, one requires a certain knack, and I had not had"
"1740" 1608 "the opportunity of acquiring it; besides, the idea that I had formed"
"1741" 1608 "of Marguerite accentuated the effects of her mockery. Nothing that dame"
"1742" 1608 "from her was indifferent to me. I rose to my feet, saying in an altered"
"1743" 1608 "voice, which I could not entirely control:"
"1744" 1608 ""
"1745" 1608 "“If that is what you think of me, madame, I have only to ask your pardon"
"1746" 1608 "for my indiscretion, and to take leave of you with the assurance that it"
"1747" 1608 "shall not occur again.”"
"1748" 1608 ""
"1749" 1608 "Thereupon I bowed and quitted the box. I had scarcely closed the door"
"1750" 1608 "when I heard a third peal of laughter. It would not have been well for"
"1751" 1608 "anybody who had elbowed me at that moment."
"1752" 1608 ""
"1753" 1608 "I returned to my seat. The signal for raising the curtain was given."
"1754" 1608 "Ernest came back to his place beside me."
"1755" 1608 ""
"1756" 1608 "“What a way you behaved!” he said, as he sat down. “They will think you"
"1757" 1608 "are mad.”"
"1758" 1608 ""
"1759" 1608 "“What did Marguerite say after I had gone?”"
"1760" 1608 ""
"1761" 1608 "“She laughed, and said she had never seen anyone so funny. But don’t"
"1762" 1608 "look upon it as a lost chance; only do not do these women the honour"
"1763" 1608 "of taking them seriously. They do not know what politeness and ceremony"
"1764" 1608 "are. It is as if you were to offer perfumes to dogs--they would think it"
"1765" 1608 "smelled bad, and go and roll in the gutter.”"
"1766" 1608 ""
"1767" 1608 "“After all, what does it matter to me?” I said, affecting to speak in a"
"1768" 1608 "nonchalant way. “I shall never see this woman again, and if I liked her"
"1769" 1608 "before meeting her, it is quite different now that I know her.”"
"1770" 1608 ""
"1771" 1608 "“Bah! I don’t despair of seeing you one day at the back of her box,"
"1772" 1608 "and of bearing that you are ruining yourself for her. However, you are"
"1773" 1608 "right, she hasn’t been well brought up; but she would be a charming"
"1774" 1608 "mistress to have.”"
"1775" 1608 ""
"1776" 1608 "Happily, the curtain rose and my friend was silent. I could not possibly"
"1777" 1608 "tell you what they were acting. All that I remember is that from time to"
"1778" 1608 "time I raised my eyes to the box I had quitted so abruptly, and that the"
"1779" 1608 "faces of fresh visitors succeeded one another all the time."
"1780" 1608 ""
"1781" 1608 "I was far from having given up thinking about Marguerite. Another"
"1782" 1608 "feeling had taken possession of me. It seemed to me that I had her"
"1783" 1608 "insult and my absurdity to wipe out; I said to myself that if I spent"
"1784" 1608 "every penny I had, I would win her and win my right to the place I had"
"1785" 1608 "abandoned so quickly."
"1786" 1608 ""
"1787" 1608 "Before the performance was over Marguerite and her friend left the box."
"1788" 1608 "I rose from my seat."
"1789" 1608 ""
"1790" 1608 "“Are you going?” said Ernest."
"1791" 1608 ""
"1792" 1608 "“Yes.”"
"1793" 1608 ""
"1794" 1608 "“Why?”"
"1795" 1608 ""
"1796" 1608 "At that moment he saw that the box was empty."
"1797" 1608 ""
"1798" 1608 "“Go, go,” he said, “and good luck, or rather better luck.”"
"1799" 1608 ""
"1800" 1608 "I went out."
"1801" 1608 ""
"1802" 1608 "I heard the rustle of dresses, the sound of voices, on the staircase."
"1803" 1608 "I stood aside, and, without being seen, saw the two women pass me,"
"1804" 1608 "accompanied by two young men. At the entrance to the theatre they were"
"1805" 1608 "met by a footman."
"1806" 1608 ""
"1807" 1608 "“Tell the coachman to wait at the door of the Cafe’ Anglais,” said"
"1808" 1608 "Marguerite. “We will walk there.”"
"1809" 1608 ""
"1810" 1608 "A few minutes afterward I saw Marguerite from the street at a window of"
"1811" 1608 "one of the large rooms of the restaurant, pulling the camellias of her"
"1812" 1608 "bouquet to pieces, one by one. One of the two men was leaning over"
"1813" 1608 "her shoulder and whispering in her ear. I took up my position at the"
"1814" 1608 "Maison-d’or, in one of the first-floor rooms, and did not lose sight of"
"1815" 1608 "the window for an instant. At one in the morning Marguerite got into"
"1816" 1608 "her carriage with her three friends. I took a cab and followed them. The"
"1817" 1608 "carriage stopped at No. 9, Rue d’Antin. Marguerite got out and went"
"1818" 1608 "in alone. It was no doubt a mere chance, but the chance filled me with"
"1819" 1608 "delight."
"1820" 1608 ""
"1821" 1608 "From that time forward, I often met Marguerite at the theatre or in"
"1822" 1608 "the Champs-Elysees. Always there was the same gaiety in her, the same"
"1823" 1608 "emotion in me."
"1824" 1608 ""
"1825" 1608 "At last a fortnight passed without my meeting her. I met Gaston and"
"1826" 1608 "asked after her."
"1827" 1608 ""
"1828" 1608 "“Poor girl, she is very ill,” he answered."
"1829" 1608 ""
"1830" 1608 "“What is the matter?”"
"1831" 1608 ""
"1832" 1608 "“She is consumptive, and the sort of life she leads isn’t exactly the"
"1833" 1608 "thing to cure her. She has taken to her bed; she is dying.”"
"1834" 1608 ""
"1835" 1608 "The heart is a strange thing; I was almost glad at hearing it."
"1836" 1608 ""
"1837" 1608 "Every day I went to ask after her, without leaving my name or my card. I"
"1838" 1608 "heard she was convalescent and had gone to Bagneres."
"1839" 1608 ""
"1840" 1608 "Time went by, the impression, if not the memory, faded gradually from my"
"1841" 1608 "mind. I travelled; love affairs, habits, work, took the place of other"
"1842" 1608 "thoughts, and when I recalled this adventure I looked upon it as one of"
"1843" 1608 "those passions which one has when one is very young, and laughs at soon"
"1844" 1608 "afterward."
"1845" 1608 ""
"1846" 1608 "For the rest, it was no credit to me to have got the better of this"
"1847" 1608 "recollection, for I had completely lost sight of Marguerite, and, as I"
"1848" 1608 "told you, when she passed me in the corridor of the Varietes, I did not"
"1849" 1608 "recognise her. She was veiled, it is true; but, veiled though she might"
"1850" 1608 "have been two years earlier, I should not have needed to see her in"
"1851" 1608 "order to recognise her: I should have known her intuitively. All the"
"1852" 1608 "same, my heart began to beat when I knew that it was she; and the two"
"1853" 1608 "years that had passed since I saw her, and what had seemed to be the"
"1854" 1608 "results of that separation, vanished in smoke at the mere touch of her"
"1855" 1608 "dress."
"1856" 1608 ""
"1857" 1608 ""
"1858" 1608 ""
"1859" 1608 "<Chapter 8>"
"1860" 1608 ""
"1861" 1608 "However (continued Armand after a pause), while I knew myself to be"
"1862" 1608 "still in love with her, I felt more sure of myself, and part of my"
"1863" 1608 "desire to speak to Marguerite again was a wish to make her see that I"
"1864" 1608 "was stronger than she."
"1865" 1608 ""
"1866" 1608 "How many ways does the heart take, how many reasons does it invent for"
"1867" 1608 "itself, in order to arrive at what it wants!"
"1868" 1608 ""
"1869" 1608 "I could not remain in the corridor, and I returned to my place in the"
"1870" 1608 "stalls, looking hastily around to see what box she was in. She was in a"
"1871" 1608 "ground-floor box, quite alone. She had changed, as I have told you, and"
"1872" 1608 "no longer wore an indifferent smile on her lips. She had suffered; she"
"1873" 1608 "was still suffering. Though it was April, she was still wearing a winter"
"1874" 1608 "costume, all wrapped up in furs."
"1875" 1608 ""
"1876" 1608 "I gazed at her so fixedly that my eyes attracted hers. She looked at me"
"1877" 1608 "for a few seconds, put up her opera-glass to see me better, and seemed"
"1878" 1608 "to think she recognised me, without being quite sure who I was, for when"
"1879" 1608 "she put down her glasses, a smile, that charming, feminine salutation,"
"1880" 1608 "flitted across her lips, as if to answer the bow which she seemed to"
"1881" 1608 "expect; but I did not respond, so as to have an advantage over her, as"
"1882" 1608 "if I had forgotten, while she remembered. Supposing herself mistaken,"
"1883" 1608 "she looked away."
"1884" 1608 ""
"1885" 1608 "The curtain went up. I have often seen Marguerite at the theatre. I"
"1886" 1608 "never saw her pay the slightest attention to what was being acted. As"
"1887" 1608 "for me, the performance interested me equally little, and I paid no"
"1888" 1608 "attention to anything but her, though doing my utmost to keep her from"
"1889" 1608 "noticing it."
"1890" 1608 ""
"1891" 1608 "Presently I saw her glancing across at the person who was in the"
"1892" 1608 "opposite box; on looking, I saw a woman with whom I was quite familiar."
"1893" 1608 "She had once been a kept woman, and had tried to go on the stage, had"
"1894" 1608 "failed, and, relying on her acquaintance with fashionable people in"
"1895" 1608 "Paris, had gone into business and taken a milliner’s shop. I saw in her"
"1896" 1608 "a means of meeting with Marguerite, and profited by a moment in which"
"1897" 1608 "she looked my way to wave my hand to her. As I expected, she beckoned to"
"1898" 1608 "me to come to her box."
"1899" 1608 ""
"1900" 1608 "Prudence Duvernoy (that was the milliner’s auspicious name) was one of"
"1901" 1608 "those fat women of forty with whom one requires very little diplomacy"
"1902" 1608 "to make them understand what one wants to know, especially when what one"
"1903" 1608 "wants to know is as simple as what I had to ask of her."
"1904" 1608 ""
"1905" 1608 "I took advantage of a moment when she was smiling across at Marguerite"
"1906" 1608 "to ask her, “Whom are you looking at?”"
"1907" 1608 ""
"1908" 1608 "“Marguerite Gautier.”"
"1909" 1608 ""
"1910" 1608 "“You know her?”"
"1911" 1608 ""
"1912" 1608 "“Yes, I am her milliner, and she is a neighbour of mine.”"
"1913" 1608 ""
"1914" 1608 "“Do you live in the Rue d’Antin?”"
"1915" 1608 ""
"1916" 1608 "“No. 7. The window of her dressing-room looks on to the window of mine.”"
"1917" 1608 ""
"1918" 1608 "“They say she is a charming girl.”"
"1919" 1608 ""
"1920" 1608 "“Don’t you know her?”"
"1921" 1608 ""
"1922" 1608 "“No, but I should like to.”"
"1923" 1608 ""
"1924" 1608 "“Shall I ask her to come over to our box?”"
"1925" 1608 ""
"1926" 1608 "“No, I would rather for you to introduce me to her.”"
"1927" 1608 ""
"1928" 1608 "“At her own house?”"
"1929" 1608 ""
"1930" 1608 "“Yes."
"1931" 1608 ""
"1932" 1608 "“That is more difficult.”"
"1933" 1608 ""
"1934" 1608 "“Why?”"
"1935" 1608 ""
"1936" 1608 "“Because she is under the protection of a jealous old duke.”"
"1937" 1608 ""
"1938" 1608 "“‘Protection’ is charming.”"
"1939" 1608 ""
"1940" 1608 "“Yes, protection,” replied Prudence. “Poor old man, he would be greatly"
"1941" 1608 "embarrassed to offer her anything else.”"
"1942" 1608 ""
"1943" 1608 "Prudence then told me how Marguerite had made the acquaintance of the"
"1944" 1608 "duke at Bagneres."
"1945" 1608 ""
"1946" 1608 "“That, then,” I continued, “is why she is alone here?”"
"1947" 1608 ""
"1948" 1608 "“Precisely.”"
"1949" 1608 ""
"1950" 1608 "“But who will see her home?”"
"1951" 1608 ""
"1952" 1608 "“He will.”"
"1953" 1608 ""
"1954" 1608 "“He will come for her?”"
"1955" 1608 ""
"1956" 1608 "“In a moment.”"
"1957" 1608 ""
"1958" 1608 "“And you, who is seeing you home?”"
"1959" 1608 ""
"1960" 1608 "“No one.”"
"1961" 1608 ""
"1962" 1608 "“May I offer myself?”"
"1963" 1608 ""
"1964" 1608 "“But you are with a friend, are you not?”"
"1965" 1608 ""
"1966" 1608 "“May we offer, then?”"
"1967" 1608 ""
"1968" 1608 "“Who is your friend?”"
"1969" 1608 ""
"1970" 1608 "“A charming fellow, very amusing. He will be delighted to make your"
"1971" 1608 "acquaintance.”"
"1972" 1608 ""
"1973" 1608 "“Well, all right; we will go after this piece is over, for I know the"
"1974" 1608 "last piece.”"
"1975" 1608 ""
"1976" 1608 "“With pleasure; I will go and tell my friend.”"
"1977" 1608 ""
"1978" 1608 "“Go, then. Ah,” added Prudence, as I was going, “there is the duke just"
"1979" 1608 "coming into Marguerite’s box.”"
"1980" 1608 ""
"1981" 1608 "I looked at him. A man of about seventy had sat down behind her, and was"
"1982" 1608 "giving her a bag of sweets, into which she dipped at once, smiling. Then"
"1983" 1608 "she held it out toward Prudence, with a gesture which seemed to say,"
"1984" 1608 "“Will you have some?”"
"1985" 1608 ""
"1986" 1608 "“No,” signalled Prudence."
"1987" 1608 ""
"1988" 1608 "Marguerite drew back the bag, and, turning, began to talk with the duke."
"1989" 1608 ""
"1990" 1608 "It may sound childish to tell you all these details, but everything"
"1991" 1608 "relating to Marguerite is so fresh in my memory that I can not help"
"1992" 1608 "recalling them now."
"1993" 1608 ""
"1994" 1608 "I went back to Gaston and told him of the arrangement I had made for"
"1995" 1608 "him and for me. He agreed, and we left our stalls to go round to Mme."
"1996" 1608 "Duvernoy’s box. We had scarcely opened the door leading into the stalls"
"1997" 1608 "when we had to stand aside to allow Marguerite and the duke to pass."
"1998" 1608 "I would have given ten years of my life to have been in the old man’s"
"1999" 1608 "place."
"2000" 1608 ""
"2001" 1608 "When they were on the street he handed her into a phaeton, which he"
"2002" 1608 "drove himself, and they were whirled away by two superb horses."
"2003" 1608 ""
"2004" 1608 "We returned to Prudence’s box, and when the play was over we took a cab"
"2005" 1608 "and drove to 7, Rue d’Antin. At the door, Prudence asked us to come up"
"2006" 1608 "and see her showrooms, which we had never seen, and of which she seemed"
"2007" 1608 "very proud. You can imagine how eagerly I accepted. It seemed to me"
"2008" 1608 "as if I was coming nearer and nearer to Marguerite. I soon turned the"
"2009" 1608 "conversation in her direction."
"2010" 1608 ""
"2011" 1608 "“The old duke is at your neighbours,” I said to Prudence."
"2012" 1608 ""
"2013" 1608 "“Oh, no; she is probably alone.”"
"2014" 1608 ""
"2015" 1608 "“But she must be dreadfully bored,” said Gaston."
"2016" 1608 ""
"2017" 1608 "“We spend most of our evening together, or she calls to me when she"
"2018" 1608 "comes in. She never goes to bed before two in the morning. She can’t"
"2019" 1608 "sleep before that.”"
"2020" 1608 ""
"2021" 1608 "“Why?”"
"2022" 1608 ""
"2023" 1608 "“Because she suffers in the chest, and is almost always feverish.”"
"2024" 1608 ""
"2025" 1608 "“Hasn’t she any lovers?” I asked."
"2026" 1608 ""
"2027" 1608 "“I never see anyone remain after I leave; I don’t say no one ever comes"
"2028" 1608 "when I am gone. Often in the evening I meet there a certain Comte de N.,"
"2029" 1608 "who thinks he is making some headway by calling on her at eleven in the"
"2030" 1608 "evening, and by sending her jewels to any extent; but she can’t stand"
"2031" 1608 "him. She makes a mistake; he is very rich. It is in vain that I say to"
"2032" 1608 "her from time to time, ‘My dear child, there’s the man for you.’ She,"
"2033" 1608 "who generally listens to me, turns her back and replies that he is too"
"2034" 1608 "stupid. Stupid, indeed, he is; but it would be a position for her, while"
"2035" 1608 "this old duke might die any day. Old men are egoists; his family are"
"2036" 1608 "always reproaching him for his affection for Marguerite; there are two"
"2037" 1608 "reasons why he is likely to leave her nothing. I give her good advice,"
"2038" 1608 "and she only says it will be plenty of time to take on the count when"
"2039" 1608 "the duke is dead. It isn’t all fun,” continued Prudence, “to live like"
"2040" 1608 "that. I know very well it wouldn’t suit me, and I should soon send the"
"2041" 1608 "old man about his business. He is so dull; he calls her his daughter;"
"2042" 1608 "looks after her like a child; and is always in the way. I am sure at"
"2043" 1608 "this very moment one of his servants is prowling about in the street to"
"2044" 1608 "see who comes out, and especially who goes in.”"
"2045" 1608 ""
"2046" 1608 "“Ah, poor Marguerite!” said Gaston, sitting down to the piano and"
"2047" 1608 "playing a waltz. “I hadn’t a notion of it, but I did notice she hasn’t"
"2048" 1608 "been looking so gay lately.”"
"2049" 1608 ""
"2050" 1608 "“Hush,” said Prudence, listening. Gaston stopped."
"2051" 1608 ""
"2052" 1608 "“She is calling me, I think.”"
"2053" 1608 ""
"2054" 1608 "We listened. A voice was calling, “Prudence!”"
"2055" 1608 ""
"2056" 1608 "“Come, now, you must go,” said Mme. Duvernoy."
"2057" 1608 ""
"2058" 1608 "“Ah, that is your idea of hospitality,” said Gaston, laughing; “we won’t"
"2059" 1608 "go till we please.”"
"2060" 1608 ""
"2061" 1608 "“Why should we go?”"
"2062" 1608 ""
"2063" 1608 "“I am going over to Marguerite’s.”"
"2064" 1608 ""
"2065" 1608 "“We will wait here.”"
"2066" 1608 ""
"2067" 1608 "“You can’t.”"
"2068" 1608 ""
"2069" 1608 "“Then we will go with you.”"
"2070" 1608 ""
"2071" 1608 "“That still less.”"
"2072" 1608 ""
"2073" 1608 "“I know Marguerite,” said Gaston; “I can very well pay her a call.”"
"2074" 1608 ""
"2075" 1608 "“But Armand doesn’t know her.”"
"2076" 1608 ""
"2077" 1608 "“I will introduce him.”"
"2078" 1608 ""
"2079" 1608 "“Impossible.”"
"2080" 1608 ""
"2081" 1608 "We again heard Marguerite’s voice calling to Prudence, who rushed to her"
"2082" 1608 "dressing-room window. I followed with Gaston as she opened the window."
"2083" 1608 "We hid ourselves so as not to be seen from outside."
"2084" 1608 ""
"2085" 1608 "“I have been calling you for ten minutes,” said Marguerite from her"
"2086" 1608 "window, in almost an imperious tone of voice."
"2087" 1608 ""
"2088" 1608 "“What do you want?”"
"2089" 1608 ""
"2090" 1608 "“I want you to come over at once.”"
"2091" 1608 ""
"2092" 1608 "“Why?”"
"2093" 1608 ""
"2094" 1608 "“Because the Comte de N. is still here, and he is boring me to death.”"
"2095" 1608 ""
"2096" 1608 "“I can’t now.”"
"2097" 1608 ""
"2098" 1608 "“What is hindering you?”"
"2099" 1608 ""
"2100" 1608 "“There are two young fellows here who won’t go.”"
"2101" 1608 ""
"2102" 1608 "“Tell them that you must go out.”"
"2103" 1608 ""
"2104" 1608 "“I have told them.”"
"2105" 1608 ""
"2106" 1608 "“Well, then, leave them in the house. They will soon go when they see"
"2107" 1608 "you have gone.”"
"2108" 1608 ""
"2109" 1608 "“They will turn everything upside down.”"
"2110" 1608 ""
"2111" 1608 "“But what do they want?”"
"2112" 1608 ""
"2113" 1608 "“They want to see you.”"
"2114" 1608 ""
"2115" 1608 "“What are they called?”"
"2116" 1608 ""
"2117" 1608 "“You know one, M. Gaston R.”"
